brand,vehicle_type,battery_health_pct,range_km,top_speed_kmph,odometer_km,warranty_remaining_years,annual_maintenance_cost,Purchase_Year,Current_Year,Purchase_Price_L,Resale_Value_L,Initial_Mileage,Current_Mileage,value_for_money_score
Mahindra,Car,97,448,97,10920,0,10302,2023,2025,2065672,1566496,399,291,0.8
MG,Bike,61,212,67,80624,7,23908,2019,2025,193312,63858,430,391,0.3
Mahindra,Bike,66,129,171,104473,5,19263,2020,2025,197904,107579,426,366,0.4
BYD,Bike,84,375,115,129820,1,13371,2017,2025,186305,54536,312,225,0.6
Tata,Car,91,461,161,111576,6,22867,2023,2025,2480487,1919558,156,145,0.8
Hyundai,Car,71,313,139,120846,4,5093,2022,2025,1627284,1039294,376,327,0.6
Ola,Car,70,186,157,75996,5,28276,2021,2025,2928353,1539735,389,364,0.4
Kia,Car,69,391,60,55246,3,7975,2021,2025,3030619,1687925,357,310,0.4
Tata,Bike,94,121,78,66056,0,26247,2020,2025,164406,73718,245,215,0.4
Mahindra,Bike,63,484,137,23773,7,15839,2017,2025,105191,21038,345,259,0.6
Tata,Car,61,120,78,76957,0,6873,2019,2025,2281315,1061755,331,255,0.2
Tata,Bike,87,275,146,119878,4,29521,2023,2025,198550,128572,132,126,0.6
Tata,Bike,73,360,63,84103,2,11586,2019,2025,127172,44595,409,363,0.5
Hyundai,Bike,88,475,123,90549,7,26040,2024,2025,144273,121305,115,89,0.8
Kia,Car,61,267,157,44645,7,31820,2022,2025,2537146,1575979,140,125,0.4
TVS,Bike,93,320,61,113716,3,25742,2024,2025,162195,129419,313,298,0.6
TVS,Bike,92,181,135,57937,0,37371,2018,2025,95104,32291,228,163,0.4
Tata,Bike,79,178,82,86739,6,22795,2018,2025,138144,34819,309,255,0.3
Hyundai,Bike,89,400,115,22388,7,31635,2017,2025,146400,31215,286,271,0.5
Hyundai,Bike,85,258,166,38231,3,15778,2020,2025,139772,67733,291,252,0.6
BYD,Car,79,242,176,14740,7,13312,2020,2025,2857286,1238685,230,184,0.5
Tata,Bike,60,413,141,80246,4,18362,2018,2025,107522,35199,437,433,0.5
Mahindra,Bike,60,144,155,45740,6,37590,2021,2025,136714,66068,234,183,0.3
Mahindra,Car,84,335,110,137701,6,7742,2023,2025,1252911,878163,277,239,0.7
MG,Bike,92,269,140,92512,4,35527,2023,2025,142957,110809,200,198,0.6
Kia,Car,82,324,90,48905,7,5417,2017,2025,1995176,445236,186,155,0.5
Tata,Car,70,393,117,90247,2,26747,2020,2025,2974996,1342583,424,406,0.4
MG,Car,74,406,95,100924,6,15511,2024,2025,1697693,1437780,187,152,0.6
Mahindra,Car,73,379,178,94688,2,38925,2023,2025,882410,598205,241,180,0.6
Mahindra,Bike,60,190,149,134078,4,10867,2023,2025,142959,98395,290,228,0.5
Tata,Bike,92,246,71,63874,7,32956,2023,2025,86995,67843,251,195,0.5
MG,Car,65,380,94,97332,1,16944,2019,2025,3229029,1327832,422,414,0.4
MG,Bike,82,169,139,92844,1,15135,2023,2025,164746,106758,368,325,0.6
Tata,Car,85,148,63,61025,0,19120,2022,2025,1642770,1133430,328,280,0.4
Kia,Bike,62,116,87,24285,7,6428,2019,2025,130078,51374,243,178,0.3
BYD,Bike,65,248,161,123446,7,12863,2020,2025,185856,80526,358,277,0.5
MG,Car,99,142,92,91662,2,23910,2023,2025,2037107,1576978,237,182,0.5
BYD,Bike,84,311,160,15907,7,10377,2017,2025,149930,29985,422,341,0.6
Ola,Car,76,303,133,25151,0,9057,2021,2025,2420717,1324539,188,157,0.5
Kia,Bike,87,304,90,74083,7,38603,2021,2025,130667,74711,311,230,0.5
Mahindra,Bike,91,437,137,27743,5,5546,2023,2025,186447,144269,196,172,0.9
TVS,Bike,88,162,64,52778,5,10931,2022,2025,98502,63774,331,262,0.5
Kia,Car,82,123,69,25990,6,10818,2020,2025,2439568,1113088,243,212,0.3
BYD,Car,75,132,84,93996,3,26809,2017,2025,1122917,224583,256,225,0.2
BYD,Car,91,308,100,33546,4,20161,2021,2025,2371996,1327610,190,135,0.5
BYD,Bike,85,372,168,27969,5,6413,2020,2025,101062,48047,285,226,0.8
Hyundai,Car,92,275,76,95389,4,14728,2023,2025,1780862,1209816,250,191,0.6
Kia,Car,78,143,174,91525,5,32242,2018,2025,1870271,619643,237,171,0.3
MG,Car,76,252,120,25964,5,38178,2018,2025,3167054,1182719,378,367,0.3
MG,Bike,97,462,143,131773,1,18985,2023,2025,95355,62690,443,345,0.9
Hyundai,Bike,73,454,119,77416,0,36926,2022,2025,101764,58362,366,335,0.6
MG,Bike,77,287,92,136984,0,7388,2021,2025,156138,89335,374,372,0.6
Hyundai,Bike,80,384,68,49729,3,5933,2022,2025,101119,56833,185,152,0.7
BYD,Car,98,111,109,85057,6,14266,2017,2025,2376108,595768,196,165,0.4
Tata,Bike,98,455,90,45340,7,14046,2022,2025,178389,106728,256,192,0.8
Kia,Car,87,482,64,106708,0,36673,2024,2025,2348243,1865389,394,365,0.6
Ola,Bike,79,236,105,46150,3,23388,2021,2025,182340,88328,191,187,0.5
BYD,Car,65,185,152,106450,0,15054,2017,2025,1098649,219729,215,210,0.3
Ola,Car,85,152,174,61001,5,20155,2024,2025,2828959,2143792,339,285,0.6
Mahindra,Bike,65,160,170,74860,6,13143,2021,2025,117343,57042,273,240,0.5
BYD,Car,98,212,63,70453,2,35364,2019,2025,1314713,591728,125,118,0.4
TVS,Car,85,403,90,22559,4,30817,2023,2025,1169929,780320,420,382,0.6
MG,Car,76,207,63,67149,3,7497,2018,2025,2244780,763559,418,334,0.3
TVS,Car,99,434,77,130919,4,31800,2022,2025,1317199,778109,400,389,0.7
Tata,Bike,61,402,141,143216,4,7182,2018,2025,157978,42686,256,234,0.6
Ola,Bike,80,166,163,12778,0,27427,2017,2025,92680,19047,426,402,0.4
Kia,Car,66,419,93,19589,0,21892,2021,2025,1614777,918690,317,240,0.5
BYD,Bike,79,221,107,125012,6,36667,2018,2025,95642,35909,293,249,0.3
Kia,Car,62,353,122,71523,6,35740,2024,2025,2464468,1864844,182,170,0.4
Tata,Car,95,399,73,44273,3,13925,2020,2025,2367865,1199982,102,90,0.6
Tata,Bike,78,104,149,80641,6,7456,2021,2025,169645,101946,197,179,0.5
MG,Car,89,449,146,98437,1,21685,2017,2025,3338193,1016220,363,330,0.6
Tata,Bike,70,334,92,87205,1,35148,2017,2025,176032,35206,247,173,0.3
BYD,Car,72,434,140,41807,4,17199,2020,2025,1611178,775913,430,377,0.6
BYD,Bike,92,138,101,127234,1,32844,2019,2025,86440,34172,260,239,0.4
Kia,Bike,97,299,91,131477,2,18667,2022,2025,153829,95729,288,227,0.7
Kia,Car,61,269,171,18019,0,39678,2024,2025,3348598,2559631,391,333,0.4
Ola,Bike,82,457,158,50729,5,30748,2018,2025,195272,62463,219,179,0.6
BYD,Car,79,447,174,100447,7,5376,2019,2025,3419150,1176583,156,132,0.7
TVS,Bike,89,120,102,6434,6,33735,2022,2025,167794,102107,259,254,0.4
Ola,Car,74,274,116,24594,4,29605,2017,2025,3138639,627727,428,361,0.3
MG,Bike,61,173,153,16125,0,10895,2017,2025,113647,31960,439,349,0.4
Ola,Bike,89,383,74,127655,6,10049,2022,2025,98897,57455,417,387,0.7
Hyundai,Bike,84,248,109,120252,6,10206,2022,2025,174148,101966,347,316,0.6
Kia,Car,63,212,175,112085,7,38311,2021,2025,2606371,1344844,177,145,0.3
TVS,Bike,60,383,174,93658,1,25557,2017,2025,156557,47406,139,130,0.5
Kia,Car,67,185,130,20926,2,27743,2018,2025,1433675,374214,338,237,0.3
Hyundai,Bike,73,201,122,24976,2,11096,2018,2025,149883,48923,427,418,0.4
Hyundai,Bike,70,118,129,15429,3,11070,2017,2025,134938,26987,200,180,0.3
Mahindra,Car,83,162,68,94405,6,14754,2023,2025,2310218,1767032,224,200,0.4
BYD,Bike,83,215,72,112378,4,26987,2024,2025,82029,70354,136,126,0.5
MG,Car,91,279,163,62903,7,14184,2019,2025,3432573,1513437,128,98,0.6
Tata,Car,84,137,77,127671,6,6092,2021,2025,2702991,1695507,381,285,0.4
Hyundai,Car,87,401,94,47394,2,20262,2024,2025,1205762,935593,347,332,0.7
Ola,Car,75,191,60,86206,4,27922,2024,2025,2542305,2195580,287,280,0.3
Tata,Car,98,272,147,89294,4,7386,2024,2025,1080292,799075,246,215,0.8
Ola,Bike,75,304,173,112832,7,37427,2017,2025,166640,35959,350,294,0.4
Kia,Car,95,108,95,96126,4,22855,2021,2025,873467,535820,222,209,0.5
Ola,Bike,71,108,173,118344,0,37334,2020,2025,120211,64664,123,111,0.4
Tata,Car,71,120,139,110841,4,23197,2020,2025,2437783,1233038,441,356,0.3
Tata,Car,93,123,141,16207,6,25033,2020,2025,2883046,1445758,431,307,0.4
BYD,Bike,97,194,126,50311,6,34012,2020,2025,178546,94519,229,188,0.5
Ola,Bike,79,291,105,141236,1,32488,2020,2025,147643,77423,296,269,0.5
MG,Car,74,448,165,37045,2,17614,2023,2025,1246692,859164,340,322,0.7
BYD,Car,81,395,96,129129,7,8650,2019,2025,3420075,1359091,411,294,0.5
TVS,Bike,75,279,131,110842,0,33064,2023,2025,152141,106797,186,163,0.5
Mahindra,Bike,83,487,141,102469,6,30126,2019,2025,104611,37873,133,95,0.7
TVS,Car,62,230,88,37323,2,5857,2024,2025,1302548,975400,229,160,0.5
MG,Car,60,496,160,119850,1,33598,2022,2025,2141383,1445457,413,401,0.6
BYD,Car,97,120,150,85600,7,22165,2019,2025,1675028,596129,313,245,0.5
Mahindra,Bike,76,107,103,68321,7,38025,2017,2025,91549,27013,382,292,0.2
BYD,Car,80,475,152,19436,0,18813,2024,2025,2783115,2398825,364,267,0.7
Tata,Bike,72,300,127,71394,3,11970,2023,2025,136020,97079,216,200,0.6
Mahindra,Bike,61,465,135,120258,6,5689,2020,2025,199570,88072,417,322,0.6
Kia,Car,61,484,136,90739,7,39955,2024,2025,2824624,2048317,341,320,0.5
Ola,Car,84,113,73,33197,1,9988,2021,2025,3199075,1810948,138,103,0.3
TVS,Bike,87,431,137,69408,7,10019,2020,2025,123116,60025,189,134,0.8
Mahindra,Car,85,135,110,79721,6,8143,2017,2025,3291082,724382,264,226,0.3
Ola,Car,94,472,133,99222,6,34642,2023,2025,2802739,1820897,287,245,0.7
BYD,Bike,87,263,145,14359,3,14406,2024,2025,182403,139918,197,179,0.7
MG,Car,92,144,68,93345,2,21644,2024,2025,1269746,951253,291,257,0.5
Mahindra,Bike,77,243,147,147062,1,38329,2017,2025,85766,19916,252,209,0.4
Ola,Bike,73,110,173,73902,7,26249,2017,2025,147713,30673,429,347,0.3
BYD,Car,68,422,140,59712,3,35228,2023,2025,2116480,1634153,157,148,0.5
BYD,Bike,89,453,147,35590,3,38831,2022,2025,86273,55321,259,252,0.7
BYD,Bike,62,445,128,36103,6,30409,2024,2025,183819,135844,230,198,0.6
MG,Car,93,311,93,111542,6,5164,2023,2025,3101804,2374667,322,305,0.6
Tata,Bike,92,212,165,53601,7,27940,2022,2025,98774,58414,386,348,0.6
MG,Car,86,445,124,128483,5,3706,2019,2025,1177054,390405,359,255,0.7
MG,Bike,68,444,86,90680,0,33995,2022,2025,123127,70467,415,369,0.5
Kia,Bike,72,110,99,127020,0,30938,2021,2025,99890,48439,298,220,0.3
TVS,Bike,89,435,67,99499,2,14074,2022,2025,155480,106270,448,387,0.7
BYD,Bike,75,439,65,114111,1,12361,2022,2025,89146,50855,102,89,0.6
Ola,Bike,85,461,112,103097,6,11674,2020,2025,168342,74778,182,128,0.7
Mahindra,Bike,64,471,64,10025,3,10483,2024,2025,191524,137921,335,307,0.6
TVS,Bike,86,265,113,36007,6,28609,2017,2025,83522,16704,220,190,0.4
BYD,Car,74,357,176,128083,1,19426,2020,2025,2259938,1014051,236,213,0.6
Hyundai,Bike,87,153,77,146000,4,5663,2020,2025,136238,56305,128,104,0.5
MG,Car,62,192,130,77746,5,32511,2019,2025,3410159,1466507,309,252,0.2
Hyundai,Bike,60,362,95,89993,5,37676,2020,2025,98221,42284,156,133,0.4
BYD,Bike,60,395,178,102212,2,32467,2022,2025,138962,87708,120,101,0.6
TVS,Car,65,144,156,14427,5,35908,2023,2025,2910060,1949412,260,247,0.3
Ola,Car,70,316,113,101937,5,18378,2018,2025,3116531,795111,220,180,0.4
TVS,Car,75,288,93,25622,2,3365,2021,2025,2286911,1196257,212,195,0.5
Kia,Bike,92,487,91,105444,5,10206,2023,2025,82187,58105,192,189,0.8
Ola,Car,83,206,110,120081,5,23916,2018,2025,1263503,486455,254,234,0.4
Ola,Bike,91,389,62,23681,5,4102,2022,2025,152372,96036,298,219,0.7
BYD,Bike,69,107,124,18928,0,9074,2023,2025,148364,113022,198,188,0.5
Tata,Car,84,131,144,89793,5,16408,2019,2025,1395301,474014,437,420,0.4
BYD,Bike,69,267,72,24685,5,27975,2020,2025,90756,41107,386,307,0.4
MG,Car,72,430,67,17756,3,12088,2021,2025,2742417,1626206,433,357,0.5
TVS,Car,60,136,103,124275,1,15693,2021,2025,2205130,1258866,154,121,0.3
Ola,Car,94,330,89,105459,3,26760,2020,2025,2080801,1044368,292,286,0.5
BYD,Car,73,282,67,72715,2,21066,2023,2025,2102735,1369849,321,244,0.4
BYD,Bike,80,391,117,22485,6,31790,2017,2025,194033,38806,214,174,0.5
TVS,Bike,97,345,150,91887,3,6391,2024,2025,179640,133673,311,246,0.9
TVS,Car,60,109,162,37721,6,36345,2020,2025,2411927,1206359,310,219,0.2
Kia,Car,79,169,146,102101,2,8030,2018,2025,801217,221393,246,227,0.5
Ola,Bike,64,336,67,104299,4,17124,2021,2025,108896,59023,268,219,0.4
Mahindra,Bike,99,217,120,21910,3,26232,2020,2025,123077,61812,350,315,0.6
Kia,Car,91,316,179,61306,2,33742,2023,2025,1955991,1272547,302,251,0.7
Hyundai,Bike,60,290,138,10157,3,21345,2018,2025,199728,64379,241,203,0.4
MG,Bike,99,450,112,47644,6,21472,2017,2025,91506,24919,281,235,0.7
MG,Bike,61,338,130,15249,3,5615,2022,2025,183725,124251,446,377,0.6
Mahindra,Bike,90,427,135,70635,1,11397,2017,2025,128462,27351,417,403,0.7
Tata,Car,85,478,173,129296,3,33085,2017,2025,1708127,363066,103,92,0.6
Kia,Bike,68,416,95,80689,7,39558,2023,2025,198620,128813,322,248,0.5
Mahindra,Car,89,305,161,78828,3,18106,2024,2025,939865,801542,404,352,0.7
Tata,Car,67,321,166,135959,5,6586,2022,2025,2257414,1538609,260,257,0.6
Tata,Car,64,245,153,61682,3,14285,2017,2025,2283211,633392,108,89,0.3
Mahindra,Bike,98,288,133,77983,2,30192,2022,2025,124737,81293,257,195,0.7
MG,Bike,63,337,121,139147,2,12900,2023,2025,135157,96322,384,315,0.6
Hyundai,Car,99,391,78,95027,5,29783,2019,2025,1913595,767363,188,147,0.5
MG,Bike,95,322,77,127485,7,17467,2022,2025,98439,56294,256,230,0.7
BYD,Car,80,345,103,142234,6,24253,2019,2025,3159774,1162260,207,177,0.4
MG,Car,92,346,172,106267,3,20784,2022,2025,3015053,1777384,137,135,0.7
MG,Bike,85,137,79,10531,4,8988,2019,2025,190746,65338,191,166,0.4
Kia,Bike,99,306,61,8607,7,27613,2024,2025,89765,71112,191,164,0.6
Mahindra,Bike,98,499,89,21346,5,4555,2017,2025,187724,40725,370,281,0.8
Mahindra,Car,70,286,110,82035,3,15807,2017,2025,2748838,721362,298,240,0.3
BYD,Car,80,459,103,52608,6,28178,2022,2025,3261205,1942496,438,397,0.5
BYD,Bike,81,191,166,74755,3,32267,2021,2025,151865,80675,158,157,0.5
Kia,Car,96,105,106,12858,5,39969,2022,2025,1945471,1225896,314,278,0.4
Mahindra,Car,66,232,102,15910,2,28289,2024,2025,1915293,1597495,410,407,0.4
MG,Car,72,191,70,125908,0,14252,2020,2025,1917739,801038,182,137,0.3
Hyundai,Bike,79,100,145,140697,0,27403,2020,2025,136456,69368,385,355,0.4
Tata,Bike,74,369,101,144449,3,25218,2024,2025,191176,152008,371,309,0.6
TVS,Bike,97,182,78,97944,7,28152,2019,2025,192810,70150,372,268,0.4
Tata,Car,93,386,62,109749,4,35241,2022,2025,3062334,2091695,289,215,0.5
BYD,Bike,95,278,63,132087,1,6147,2020,2025,148307,61073,416,364,0.6
BYD,Car,84,476,158,125797,2,5441,2024,2025,3425100,2919705,158,121,0.8
Tata,Car,88,434,170,16275,1,5640,2022,2025,1076023,642752,276,199,0.9
TVS,Car,87,246,97,97139,1,31045,2024,2025,2663327,1977536,222,185,0.5
MG,Bike,73,201,132,28529,5,7305,2019,2025,192184,71843,199,195,0.5
Hyundai,Car,63,387,131,37729,4,16894,2022,2025,2751704,1918171,434,389,0.5
Hyundai,Bike,97,412,93,95463,4,34209,2020,2025,125883,68125,331,309,0.6
Tata,Car,66,130,110,15185,6,34883,2021,2025,3087283,1602158,317,266,0.2
TVS,Bike,72,413,170,100084,0,9796,2017,2025,96206,19838,201,157,0.6
Kia,Bike,76,253,90,89830,6,30479,2018,2025,170963,41911,276,219,0.4
BYD,Bike,88,147,163,57631,2,10070,2021,2025,83703,42056,265,243,0.6
Ola,Bike,76,478,142,129753,0,14533,2024,2025,188373,161836,106,102,0.8
MG,Bike,95,140,96,44110,4,16558,2020,2025,196519,96840,211,196,0.5
Kia,Bike,78,252,155,43689,4,3383,2018,2025,161651,48391,186,133,0.6
Tata,Bike,85,281,103,88411,6,24826,2024,2025,184066,157254,147,132,0.6
Hyundai,Bike,68,331,118,135985,5,28536,2018,2025,174036,61637,272,193,0.4
BYD,Car,61,220,167,138214,2,6806,2018,2025,2415218,889830,374,322,0.4
Kia,Car,79,284,151,25882,2,23060,2017,2025,2850133,625964,194,181,0.4
Kia,Car,82,416,164,84942,3,29622,2021,2025,1067023,558866,206,161,0.7
Mahindra,Car,77,487,77,128234,3,17726,2019,2025,2071112,916688,367,325,0.5
Mahindra,Car,85,219,84,28516,1,39537,2017,2025,3336779,667355,228,192,0.2
TVS,Bike,84,451,69,12116,2,19950,2023,2025,159530,119133,339,290,0.7
TVS,Bike,76,325,128,18094,2,11789,2017,2025,145287,29057,286,218,0.5
Tata,Bike,98,211,138,53408,0,28207,2023,2025,101730,70304,297,274,0.7
Kia,Bike,69,294,84,131034,7,15298,2019,2025,179645,65711,441,339,0.4
Ola,Bike,84,396,143,20575,0,26048,2018,2025,128437,43190,349,316,0.6
Hyundai,Car,87,125,179,125608,3,5423,2024,2025,1481395,1097458,402,319,0.7
Tata,Car,85,293,179,106249,7,8163,2024,2025,941972,731100,172,132,0.8
Ola,Bike,71,118,110,71225,1,16510,2018,2025,91137,29141,192,174,0.3
BYD,Car,78,442,112,94866,4,3159,2024,2025,2001741,1683024,322,308,0.7
TVS,Car,82,124,69,65662,3,11028,2022,2025,2785608,1951440,188,143,0.4
Mahindra,Bike,73,146,108,9315,0,37985,2023,2025,172308,111261,370,335,0.4
MG,Bike,76,298,97,126766,4,33999,2020,2025,167414,67713,100,94,0.4
Kia,Car,74,363,164,114205,7,34608,2018,2025,1809205,557409,142,127,0.5
BYD,Car,80,102,151,79469,5,6738,2024,2025,2902991,2344254,280,236,0.5
Mahindra,Bike,97,338,172,78381,1,34238,2022,2025,93796,55102,208,165,0.7
Hyundai,Car,89,388,173,121764,0,19090,2020,2025,2560483,1251851,186,170,0.7
Hyundai,Bike,78,467,105,95537,3,8257,2019,2025,198183,80245,153,151,0.7
Mahindra,Car,91,121,178,23887,3,27168,2018,2025,3119255,797092,315,241,0.4
BYD,Car,88,454,129,111460,6,30513,2022,2025,3089348,2043138,207,147,0.6
Mahindra,Bike,81,453,70,129747,1,36226,2017,2025,111359,30130,142,131,0.4
Ola,Car,79,129,142,25585,3,30678,2020,2025,3099033,1265974,191,172,0.3
Tata,Bike,97,146,75,18999,1,11195,2021,2025,127984,79038,322,274,0.5
TVS,Car,97,414,91,121014,6,28921,2017,2025,3464393,1008132,164,141,0.5
Ola,Car,95,369,61,142039,2,34316,2022,2025,1811215,1155387,301,299,0.5
MG,Bike,60,428,162,59246,0,31462,2023,2025,177032,114088,325,243,0.6
Mahindra,Car,78,460,117,103394,6,13419,2018,2025,3453021,876597,147,119,0.5
MG,Bike,85,369,149,140611,2,20111,2018,2025,121833,32946,287,206,0.6
MG,Bike,66,251,144,75833,7,11834,2022,2025,191970,116768,235,182,0.6
Ola,Car,93,325,97,112479,7,24686,2020,2025,2929621,1360506,448,313,0.5
TVS,Bike,95,347,138,90821,2,37889,2023,2025,186737,131159,151,138,0.7
BYD,Bike,65,404,116,92718,3,19841,2021,2025,186470,100142,357,273,0.6
Hyundai,Bike,96,270,136,55050,7,6532,2024,2025,116138,97356,245,173,0.8
Tata,Car,81,336,130,86775,4,11250,2023,2025,1520592,1196050,162,131,0.7
Kia,Bike,68,335,175,73675,3,39670,2021,2025,168027,99749,257,202,0.5
Hyundai,Bike,88,358,118,77221,0,8986,2019,2025,94672,33129,160,155,0.7
TVS,Car,76,378,116,79818,3,27602,2018,2025,994706,382903,391,377,0.5
Kia,Bike,72,247,126,98763,0,27825,2019,2025,84778,30127,268,210,0.4
Hyundai,Bike,76,208,74,37953,4,34678,2022,2025,101940,63706,426,384,0.4
Mahindra,Bike,69,242,143,46097,5,17786,2020,2025,86190,39531,203,198,0.5
Mahindra,Car,84,398,117,96597,4,15758,2018,2025,1223366,452268,355,282,0.6
Ola,Car,77,170,62,53917,7,12708,2024,2025,3480080,2728179,387,356,0.4
MG,Car,74,410,117,46662,4,4131,2024,2025,1989443,1713724,447,390,0.7
Kia,Car,86,225,86,46133,6,35502,2023,2025,1546677,1037322,125,107,0.4
TVS,Car,78,181,74,136860,0,22271,2019,2025,2244824,793852,430,302,0.3
TVS,Car,74,140,119,49418,4,37837,2024,2025,1605260,1224293,106,87,0.4
Hyundai,Bike,66,486,62,47386,2,28710,2019,2025,117969,55016,194,176,0.5
Ola,Car,99,358,87,68263,3,23167,2022,2025,2393394,1643643,143,142,0.6
Hyundai,Car,75,455,106,68464,3,14230,2020,2025,3357901,1741238,402,329,0.5
Hyundai,Car,83,243,124,56453,7,32622,2022,2025,1299637,822953,397,383,0.5
TVS,Car,82,270,112,81567,0,22153,2024,2025,3048090,2279361,135,112,0.5
Hyundai,Bike,70,378,79,100561,6,35889,2020,2025,88694,46483,115,96,0.4
MG,Bike,83,242,70,101175,5,5662,2022,2025,110433,69914,273,222,0.6
Hyundai,Car,64,226,84,79886,7,30038,2021,2025,2601179,1309897,215,164,0.2
Kia,Bike,98,157,122,64949,6,10741,2017,2025,160028,40641,213,195,0.5
MG,Car,89,267,63,109410,6,31135,2022,2025,2484984,1593910,288,229,0.4
TVS,Bike,75,217,142,88342,7,12644,2024,2025,92474,73474,380,281,0.6
Ola,Car,79,265,113,115084,1,16073,2020,2025,3181732,1420239,292,286,0.4
Mahindra,Car,88,472,119,133249,7,28628,2020,2025,2992222,1499925,238,172,0.6
Kia,Car,76,181,87,9123,6,12417,2022,2025,3225822,2081973,447,385,0.4
MG,Car,78,457,69,100669,6,35836,2018,2025,2664660,740407,119,111,0.4
Ola,Bike,85,233,144,91034,1,34712,2022,2025,133565,86369,380,282,0.5
Ola,Car,74,463,95,108536,6,19942,2023,2025,818244,564916,411,343,0.6
MG,Bike,84,145,139,9302,3,11895,2021,2025,156787,92307,159,120,0.6
TVS,Bike,74,361,92,144925,7,16657,2020,2025,82156,33942,363,313,0.5
Tata,Bike,79,222,118,106074,1,39527,2019,2025,128299,44840,297,249,0.4
Ola,Car,89,321,104,107381,7,14583,2024,2025,2056285,1506526,117,94,0.7
Ola,Bike,80,191,110,46325,7,21681,2019,2025,160376,72401,320,314,0.4
TVS,Bike,94,118,105,25925,7,26875,2021,2025,147993,81655,184,181,0.5
TVS,Bike,65,369,72,43908,1,33590,2024,2025,139361,119230,191,183,0.5
Hyundai,Car,96,164,152,120143,1,22457,2021,2025,1525426,955233,209,206,0.6
TVS,Bike,70,318,63,121848,0,31118,2024,2025,88679,65874,377,318,0.5
Ola,Car,82,451,101,66110,5,28826,2018,2025,3490181,1213905,375,305,0.4
MG,Bike,98,256,86,107630,2,6432,2020,2025,169563,76602,365,328,0.6
Tata,Bike,68,252,67,105913,4,28226,2022,2025,90401,55555,255,225,0.4
BYD,Car,77,346,164,84825,6,38657,2024,2025,1530646,1130112,360,332,0.6
Hyundai,Car,95,298,105,40385,5,4832,2020,2025,1259229,610730,181,165,0.6
BYD,Bike,99,330,67,142956,7,22642,2022,2025,199940,112481,260,190,0.6
MG,Car,95,401,148,37839,7,9797,2019,2025,2030733,835702,179,143,0.7
Tata,Bike,87,115,85,26589,0,35049,2022,2025,110053,62664,364,262,0.4
Tata,Bike,78,207,60,78619,2,18334,2019,2025,139080,44630,300,290,0.4
Tata,Car,89,494,166,34868,4,29924,2017,2025,2313452,704852,191,181,0.6
Mahindra,Car,97,373,171,104177,4,30430,2021,2025,1772105,988178,352,321,0.7
MG,Car,74,463,156,117721,7,4213,2021,2025,1665759,994165,112,95,0.7
Kia,Bike,71,283,142,98754,5,23361,2020,2025,134393,64187,201,199,0.5
Hyundai,Bike,61,283,120,94730,0,20317,2023,2025,98631,67581,166,136,0.5
Hyundai,Bike,68,168,143,32475,3,33204,2022,2025,140706,99116,392,325,0.4
Tata,Car,94,349,141,79644,6,28280,2023,2025,2070013,1386455,291,277,0.7
MG,Car,60,475,149,104881,0,5777,2017,2025,1213862,348491,388,330,0.6
Mahindra,Car,90,317,98,138437,4,8795,2018,2025,2121601,678807,121,106,0.5
Tata,Bike,87,187,68,140197,5,32495,2021,2025,127388,71113,131,98,0.4
TVS,Car,96,445,86,112062,1,37970,2020,2025,2912076,1369046,338,315,0.5
Kia,Car,66,371,129,85495,1,17418,2020,2025,1528442,831078,262,250,0.5
BYD,Bike,75,316,79,140263,5,18924,2020,2025,173171,84459,404,323,0.5
Hyundai,Car,73,457,161,115176,5,29507,2019,2025,2055828,919005,151,124,0.5
BYD,Car,92,489,124,56000,3,23823,2020,2025,3116466,1563695,148,127,0.6
Ola,Bike,65,279,161,141511,0,13598,2023,2025,155376,121090,177,129,0.6
Tata,Bike,80,224,75,43032,7,14069,2023,2025,164743,117602,399,325,0.5
TVS,Bike,69,475,127,131119,7,25293,2017,2025,183960,45037,200,145,0.5
Hyundai,Bike,91,282,126,118790,5,24406,2023,2025,184372,132581,294,215,0.7
BYD,Bike,65,431,81,40322,4,26378,2017,2025,155436,34497,206,157,0.4
Kia,Bike,61,428,132,126667,5,14503,2018,2025,136103,50019,206,151,0.5
Mahindra,Car,98,299,115,92111,1,10921,2019,2025,3452596,1105567,119,103,0.6
